LoanAccountId,SourceId,AccountNumber,AccountCurrencyId,AccountCurrency,OrganizationId,OrganizationName,ChannelID,BrokerId,OpenDateId,OpenDate,CancelledDateId,CancelledDate,ValueDate,ProductId,Product,InvoiceDay,CurrentInstallmentAmount,CurrentInvoiceFee,NextInvoiceDate,CalculatedMaturityDate,IsActive,LoanStatus
277,8,001135870010,49,EUR,22,Nordic Finland,,166,20180322,2018-03-22,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,30212.0,0,2024-03-14,2023-08-14,1,Active
278,8,001136390018,49,EUR,22,Nordic Finland,27,173,20180412,2018-04-12,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,6789.0,5,2024-03-14,2021-10-14,0,Cancelled
279,8,001139660011,49,EUR,22,Nordic Finland,27,173,20180404,2018-04-04,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,15799.0,5,2024-03-14,2024-11-14,1,Active
280,8,001140160019,49,EUR,22,Nordic Finland,,176,20180406,2018-04-06,20200115,2020-01-15,2019-10-12,294,Nordic OLD Unsecured loan,14,15063.0,5,2024-03-14,2024-05-14,0,Cancelled
281,8,001140160019,49,EUR,22,Nordic Finland,,167,20180406,2018-04-06,20200115,2020-01-15,2019-10-12,294,Nordic OLD Unsecured loan,14,15063.0,5,2024-03-14,2024-05-14,0,Cancelled
282,8,001141830016,49,EUR,22,Nordic Finland,,166,20180413,2018-04-13,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,146.0,5,2024-03-14,2026-05-14,1,Active
283,8,001141830016,49,EUR,22,Nordic Finland,,175,20180413,2018-04-13,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,146.0,5,2024-03-14,2026-05-14,1,Active
284,8,001144800057,49,EUR,22,Nordic Finland,27,173,20190506,2019-05-06,20210630,2021-06-30,2019-10-12,294,Nordic OLD Unsecured loan,14,42073.0,5,2024-03-14,,0,Cancelled
285,8,001144860010,49,EUR,22,Nordic Finland,,167,20180411,2018-04-11,20191029,2019-10-29,2019-10-12,294,Nordic OLD Unsecured loan,14,62579.0,5,2024-03-14,2019-10-15,0,Cancelled
286,8,001144860010,49,EUR,22,Nordic Finland,,167,20180411,2018-04-11,20191029,2019-10-29,2019-10-12,294,Nordic OLD Unsecured loan,14,62579.0,5,2024-03-14,2019-10-15,0,Cancelled
287,8,001145630016,49,EUR,22,Nordic Finland,27,173,20180416,2018-04-16,20231003,2023-10-03,2019-10-12,294,Nordic OLD Unsecured loan,14,1212.0,5,2024-03-14,2023-10-14,0,Cancelled
288,8,001146380017,49,EUR,22,Nordic Finland,,166,20180411,2018-04-11,20210729,2021-07-29,2019-10-12,294,Nordic OLD Unsecured loan,14,20297.0,5,2024-03-14,2028-04-14,0,Cancelled
289,8,001146380017,49,EUR,22,Nordic Finland,,166,20180411,2018-04-11,20210729,2021-07-29,2019-10-12,294,Nordic OLD Unsecured loan,14,20297.0,5,2024-03-14,2028-04-14,0,Cancelled
290,8,001146820012,49,EUR,22,Nordic Finland,,166,20180417,2018-04-17,20200125,2020-01-25,2019-10-12,294,Nordic OLD Unsecured loan,14,11445.0,5,2024-03-14,2021-05-14,0,Cancelled
291,8,001146820012,49,EUR,22,Nordic Finland,,175,20180417,2018-04-17,20200125,2020-01-25,2019-10-12,294,Nordic OLD Unsecured loan,14,11445.0,5,2024-03-14,2021-05-14,0,Cancelled
292,8,001146920010,49,EUR,22,Nordic Finland,27,173,20180413,2018-04-13,20200901,2020-09-01,2019-10-12,294,Nordic OLD Unsecured loan,14,15519.0,5,2024-03-14,2025-02-14,0,Cancelled
293,8,001147620015,49,EUR,22,Nordic Finland,,169,20180416,2018-04-16,20200116,2020-01-16,2019-10-12,294,Nordic OLD Unsecured loan,14,29193.0,5,2024-03-14,2030-04-14,0,Cancelled
294,8,001147620015,49,EUR,22,Nordic Finland,,169,20180416,2018-04-16,20200116,2020-01-16,2019-10-12,294,Nordic OLD Unsecured loan,14,29193.0,5,2024-03-14,2030-04-14,0,Cancelled
295,8,001148110016,49,EUR,22,Nordic Finland,27,173,20180416,2018-04-16,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,33747.0,5,2024-03-14,2024-11-14,0,Cancelled
296,8,001148190018,49,EUR,22,Nordic Finland,,166,20180417,2018-04-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,13615.0,0,2024-03-14,2026-03-14,1,Active
297,8,001148190018,49,EUR,22,Nordic Finland,,166,20180417,2018-04-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,13615.0,0,2024-03-14,2026-03-14,1,Active
298,8,001148730052,49,EUR,22,Nordic Finland,,170,20190603,2019-06-03,20200214,2020-02-14,2019-10-12,294,Nordic OLD Unsecured loan,14,51322.0,5,2024-03-14,2023-12-14,0,Cancelled
299,8,001148730052,49,EUR,22,Nordic Finland,,179,20190603,2019-06-03,20200214,2020-02-14,2019-10-12,294,Nordic OLD Unsecured loan,14,51322.0,5,2024-03-14,2023-12-14,0,Cancelled
300,8,001149450015,49,EUR,22,Nordic Finland,,169,20180417,2018-04-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,32447.0,0,2024-03-14,2025-05-14,1,Active
301,8,001149450015,49,EUR,22,Nordic Finland,,169,20180417,2018-04-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,32447.0,0,2024-03-14,2025-05-14,1,Active
302,8,001149900019,49,EUR,22,Nordic Finland,27,173,20180424,2018-04-24,20200514,2020-05-14,2019-10-12,294,Nordic OLD Unsecured loan,14,36542.0,5,2024-03-14,2034-08-14,0,Cancelled
303,8,001150060059,49,EUR,22,Nordic Finland,,170,20181107,2018-11-07,20191127,2019-11-27,2019-10-12,294,Nordic OLD Unsecured loan,14,18697.0,5,2024-03-14,2033-09-14,0,Cancelled
304,8,001150060059,49,EUR,22,Nordic Finland,,170,20181107,2018-11-07,20191127,2019-11-27,2019-10-12,294,Nordic OLD Unsecured loan,14,18697.0,5,2024-03-14,2033-09-14,0,Cancelled
305,8,001151120050,49,EUR,22,Nordic Finland,,169,20190211,2019-02-11,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,38158.0,5,2024-03-14,2029-07-14,0,Cancelled
306,8,001151120050,49,EUR,22,Nordic Finland,,169,20190211,2019-02-11,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,38158.0,5,2024-03-14,2029-07-14,0,Cancelled
307,8,001151680012,49,EUR,22,Nordic Finland,,178,20180418,2018-04-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,31445.0,5,2024-03-14,2029-10-14,1,Active
308,8,001151680012,49,EUR,22,Nordic Finland,,169,20180418,2018-04-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,31445.0,5,2024-03-14,2029-10-14,1,Active
309,8,001153280019,49,EUR,22,Nordic Finland,27,173,20180423,2018-04-23,20200303,2020-03-03,2019-10-12,294,Nordic OLD Unsecured loan,14,47898.0,5,2024-03-14,2027-02-14,0,Cancelled
310,8,001153430010,49,EUR,22,Nordic Finland,27,173,20180424,2018-04-24,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,23798.0,5,2024-03-14,2028-06-14,1,Active
311,8,001153920010,49,EUR,22,Nordic Finland,27,173,20180424,2018-04-24,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,18517.0,0,2024-03-14,2024-10-14,1,Active
312,8,001153980014,49,EUR,22,Nordic Finland,27,173,20180424,2018-04-24,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26305.0,5,2024-03-14,2029-07-14,1,Active
313,8,001154520058,49,EUR,22,Nordic Finland,,169,20180612,2018-06-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,50394.0,5,2024-03-14,2031-05-14,1,Active
314,8,001154520058,49,EUR,22,Nordic Finland,,169,20180612,2018-06-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,50394.0,5,2024-03-14,2031-05-14,1,Active
315,8,001155210014,49,EUR,22,Nordic Finland,27,173,20180425,2018-04-25,20211203,2021-12-03,2019-10-12,294,Nordic OLD Unsecured loan,14,3414.0,5,2024-03-14,2021-11-14,0,Cancelled
316,8,001156010017,49,EUR,22,Nordic Finland,,175,20180425,2018-04-25,20200908,2020-09-08,2019-10-12,294,Nordic OLD Unsecured loan,14,1791.0,5,2024-03-14,2021-05-14,0,Cancelled
317,8,001156010017,49,EUR,22,Nordic Finland,,166,20180425,2018-04-25,20200908,2020-09-08,2019-10-12,294,Nordic OLD Unsecured loan,14,1791.0,5,2024-03-14,2021-05-14,0,Cancelled
318,8,001156590018,49,EUR,22,Nordic Finland,29,173,20180426,2018-04-26,20191107,2019-11-07,2019-10-12,294,Nordic OLD Unsecured loan,14,22682.0,5,2024-03-14,2023-02-14,0,Cancelled
319,8,001157180017,49,EUR,22,Nordic Finland,27,173,20180514,2018-05-14,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,3203.0,5,2024-03-14,2025-04-14,1,Active
320,8,001157820018,49,EUR,22,Nordic Finland,,165,20180502,2018-05-02,20200217,2020-02-17,2019-10-12,294,Nordic OLD Unsecured loan,14,1482.0,5,2024-03-14,2036-09-14,0,Cancelled
321,8,001157820018,49,EUR,22,Nordic Finland,,165,20180502,2018-05-02,20200217,2020-02-17,2019-10-12,294,Nordic OLD Unsecured loan,14,1482.0,5,2024-03-14,2036-09-14,0,Cancelled
322,8,001158020014,49,EUR,22,Nordic Finland,27,173,20180427,2018-04-27,20231007,2023-10-07,2019-10-12,294,Nordic OLD Unsecured loan,14,15164.0,5,2024-03-14,2031-02-14,0,Cancelled
323,8,001158490019,49,EUR,22,Nordic Finland,,165,20180430,2018-04-30,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,20312.0,5,2024-03-14,2034-08-14,0,Cancelled
324,8,001158490019,49,EUR,22,Nordic Finland,,174,20180430,2018-04-30,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,20312.0,5,2024-03-14,2034-08-14,0,Cancelled
325,8,001158580017,49,EUR,22,Nordic Finland,27,173,20180503,2018-05-03,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,5643.0,5,2024-03-14,2025-02-14,1,Active
326,8,001159290012,49,EUR,22,Nordic Finland,27,173,20180502,2018-05-02,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,27024.0,5,2024-03-14,2033-01-14,1,Active
327,8,001159330016,49,EUR,22,Nordic Finland,,166,20180502,2018-05-02,20230118,2023-01-18,2019-10-12,294,Nordic OLD Unsecured loan,14,37509.0,5,2024-03-14,2033-05-14,0,Cancelled
328,8,001159330016,49,EUR,22,Nordic Finland,,166,20180502,2018-05-02,20230118,2023-01-18,2019-10-12,294,Nordic OLD Unsecured loan,14,37509.0,5,2024-03-14,2033-05-14,0,Cancelled
329,8,001160050017,49,EUR,22,Nordic Finland,,169,20180502,2018-05-02,20191029,2019-10-29,2019-10-12,294,Nordic OLD Unsecured loan,14,25735.0,5,2024-03-14,2019-10-15,0,Cancelled
330,8,001160050017,49,EUR,22,Nordic Finland,,169,20180502,2018-05-02,20191029,2019-10-29,2019-10-12,294,Nordic OLD Unsecured loan,14,25735.0,5,2024-03-14,2019-10-15,0,Cancelled
331,8,001161100019,49,EUR,22,Nordic Finland,,175,20180509,2018-05-09,20191121,2019-11-21,2019-10-12,294,Nordic OLD Unsecured loan,14,10989.0,5,2024-03-14,2021-05-14,0,Cancelled
332,8,001161100019,49,EUR,22,Nordic Finland,,166,20180509,2018-05-09,20191121,2019-11-21,2019-10-12,294,Nordic OLD Unsecured loan,14,10989.0,5,2024-03-14,2021-05-14,0,Cancelled
333,8,001161810013,49,EUR,22,Nordic Finland,,167,20180504,2018-05-04,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,14005.0,5,2024-03-14,2024-06-14,1,Active
334,8,001161810013,49,EUR,22,Nordic Finland,,176,20180504,2018-05-04,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,14005.0,5,2024-03-14,2024-06-14,1,Active
335,8,001161920010,49,EUR,22,Nordic Finland,27,173,20180511,2018-05-11,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,24941.0,0,2024-03-14,2024-04-14,1,Active
336,8,001162460016,49,EUR,22,Nordic Finland,27,173,20180507,2018-05-07,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,35865.0,5,2024-03-14,2034-05-14,0,Cancelled
337,8,001162510018,49,EUR,22,Nordic Finland,,165,20180509,2018-05-09,20230627,2023-06-27,2019-10-12,294,Nordic OLD Unsecured loan,14,27477.0,5,2024-03-14,,0,Cancelled
338,8,001162510018,49,EUR,22,Nordic Finland,,165,20180509,2018-05-09,20230627,2023-06-27,2019-10-12,294,Nordic OLD Unsecured loan,14,27477.0,5,2024-03-14,,0,Cancelled
339,8,001163150012,49,EUR,22,Nordic Finland,,169,20180507,2018-05-07,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,13465.0,0,2024-03-14,2020-11-14,1,Active
340,8,001163150012,49,EUR,22,Nordic Finland,,178,20180507,2018-05-07,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,13465.0,0,2024-03-14,2020-11-14,1,Active
341,8,001164010058,49,EUR,22,Nordic Finland,27,173,20181113,2018-11-13,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,19956.0,5,2024-03-14,2035-05-14,1,Active
342,8,001165510015,49,EUR,22,Nordic Finland,27,173,20180514,2018-05-14,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,60655.0,5,2024-03-14,2035-04-14,1,Active
343,8,001166610012,49,EUR,22,Nordic Finland,,165,20180521,2018-05-21,-1,,2019-10-12,293,Nordic CL Unsecured loan,14,3293.0,5,2024-03-14,2034-04-14,1,Active
344,8,001166610012,49,EUR,22,Nordic Finland,,165,20180521,2018-05-21,-1,,2019-10-12,293,Nordic CL Unsecured loan,14,3293.0,5,2024-03-14,2034-04-14,1,Active
345,8,001167390010,49,EUR,22,Nordic Finland,27,173,20180523,2018-05-23,20200303,2020-03-03,2019-10-12,294,Nordic OLD Unsecured loan,14,19621.0,5,2024-03-14,2025-08-14,0,Cancelled
346,8,001170890014,49,EUR,22,Nordic Finland,29,173,20180522,2018-05-22,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,32512.0,5,2024-03-14,2030-12-14,1,Active
347,8,001173210012,49,EUR,22,Nordic Finland,27,173,20180528,2018-05-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,28188.0,5,2024-03-14,2031-06-14,1,Active
348,8,001173890011,49,EUR,22,Nordic Finland,,175,20180528,2018-05-28,20220129,2022-01-29,2019-10-12,294,Nordic OLD Unsecured loan,14,3407.0,5,2024-03-14,2022-06-14,0,Cancelled
349,8,001173890011,49,EUR,22,Nordic Finland,,166,20180528,2018-05-28,20220129,2022-01-29,2019-10-12,294,Nordic OLD Unsecured loan,14,3407.0,5,2024-03-14,2022-06-14,0,Cancelled
350,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221213,2022-12-13,-1,,2022-12-13,344,NF1 CL Unsecured loan,14,18064.0,5,2024-03-14,2036-04-14,1,Active
351,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221213,2022-12-13,-1,,2022-12-13,344,NF1 CL Unsecured loan,14,18064.0,5,2024-03-14,2036-04-14,1,Active
352,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221213,2022-12-13,-1,,2022-12-13,293,Nordic CL Unsecured loan,14,3592.0,5,2024-03-14,2027-01-14,1,Active
353,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221213,2022-12-13,-1,,2022-12-13,293,Nordic CL Unsecured loan,14,3592.0,5,2024-03-14,2027-01-14,1,Active
354,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221213,2022-12-13,20230812,2023-08-12,2022-12-13,293,Nordic CL Unsecured loan,14,2367.0,2,2024-03-14,2027-03-14,0,Cancelled
355,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221213,2022-12-13,20230812,2023-08-12,2022-12-13,293,Nordic CL Unsecured loan,14,2367.0,2,2024-03-14,2027-03-14,0,Cancelled
356,8,51100000000000,49,EUR,22,Nordic Finland,,176,20221214,2022-12-14,20230422,2023-04-22,2022-12-14,293,Nordic CL Unsecured loan,14,28342.0,5,2024-03-14,2038-08-14,0,Cancelled
357,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221214,2022-12-14,20230422,2023-04-22,2022-12-14,293,Nordic CL Unsecured loan,14,28342.0,5,2024-03-14,2038-08-14,0,Cancelled
358,8,51100000000000,49,EUR,40,Nordic Finland,,188,20221214,2022-12-14,-1,,2022-12-14,344,NF1 CL Unsecured loan,14,8233.0,5,2024-03-14,2038-03-14,1,Active
359,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221213,2022-12-13,20230914,2023-09-14,2022-12-13,293,Nordic CL Unsecured loan,14,12554.0,"8,9",2024-03-14,2026-01-14,0,Cancelled
360,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221213,2022-12-13,20230914,2023-09-14,2022-12-13,293,Nordic CL Unsecured loan,14,12554.0,"8,9",2024-03-14,2026-01-14,0,Cancelled
361,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,13056.0,5,2024-03-14,2038-11-14,1,Active
362,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221214,2022-12-14,-1,,2022-12-14,344,NF1 CL Unsecured loan,14,37654.0,5,2024-03-14,2029-03-14,1,Active
363,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221214,2022-12-14,-1,,2022-12-14,344,NF1 CL Unsecured loan,14,37654.0,5,2024-03-14,2029-03-14,1,Active
364,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221213,2022-12-13,20230331,2023-03-31,2022-12-13,293,Nordic CL Unsecured loan,14,6647.0,8,2024-03-14,2029-01-14,0,Cancelled
365,8,51100000000000,49,EUR,22,Nordic Finland,,175,20221213,2022-12-13,20230331,2023-03-31,2022-12-13,293,Nordic CL Unsecured loan,14,6647.0,8,2024-03-14,2029-01-14,0,Cancelled
366,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,17523.0,5,2024-03-14,2027-06-14,1,Active
367,8,51100000000000,49,EUR,22,Nordic Finland,,179,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,17523.0,5,2024-03-14,2027-06-14,1,Active
368,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,4476.0,5,2024-03-14,2031-07-14,1,Active
369,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,9301.0,5,2024-03-14,2025-02-14,1,Active
370,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,9301.0,5,2024-03-14,2025-02-14,1,Active
371,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,1664.0,5,2024-03-14,2025-08-14,1,Active
372,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221214,2022-12-14,-1,,2022-12-14,293,Nordic CL Unsecured loan,14,1664.0,5,2024-03-14,2025-08-14,1,Active
373,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221216,2022-12-16,-1,,2022-12-16,344,NF1 CL Unsecured loan,14,11864.0,5,2024-03-14,2030-12-14,1,Active
374,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221219,2022-12-19,-1,,2022-12-19,293,Nordic CL Unsecured loan,14,12193.0,5,2024-03-14,2028-01-14,1,Active
375,8,51100000000000,49,EUR,22,Nordic Finland,,179,20221219,2022-12-19,-1,,2022-12-19,293,Nordic CL Unsecured loan,14,12193.0,5,2024-03-14,2028-01-14,1,Active
376,8,51100000000000,49,EUR,40,Nordic Finland,,170,20221214,2022-12-14,-1,,2022-12-14,344,NF1 CL Unsecured loan,14,69202.0,5,2024-03-14,2033-04-14,1,Active
377,8,51100000000000,49,EUR,40,Nordic Finland,,170,20221214,2022-12-14,-1,,2022-12-14,344,NF1 CL Unsecured loan,14,69202.0,5,2024-03-14,2033-04-14,1,Active
378,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221214,2022-12-14,20230503,2023-05-03,2022-12-14,293,Nordic CL Unsecured loan,14,4971.0,5,2024-03-14,2023-04-14,0,Cancelled
379,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221214,2022-12-14,20231010,2023-10-10,2022-12-14,293,Nordic CL Unsecured loan,14,8565.0,6,2024-03-14,2026-02-14,0,Cancelled
380,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221214,2022-12-14,20231010,2023-10-10,2022-12-14,293,Nordic CL Unsecured loan,14,8565.0,6,2024-03-14,2026-02-14,0,Cancelled
381,8,51100000000000,49,EUR,22,Nordic Finland,,174,20221214,2022-12-14,20230301,2023-03-01,2022-12-14,293,Nordic CL Unsecured loan,14,5012.0,2,2024-03-14,2024-12-14,0,Cancelled
382,8,51100000000000,49,EUR,22,Nordic Finland,,165,20221214,2022-12-14,20230301,2023-03-01,2022-12-14,293,Nordic CL Unsecured loan,14,5012.0,2,2024-03-14,2024-12-14,0,Cancelled
383,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221216,2022-12-16,-1,,2022-12-16,344,NF1 CL Unsecured loan,14,8072.0,8,2024-03-14,2028-12-14,1,Active
384,8,51100000000000,49,EUR,22,Nordic Finland,,188,20221216,2022-12-16,20230418,2023-04-18,2022-12-16,293,Nordic CL Unsecured loan,14,13923.0,5,2024-03-14,2023-04-14,0,Cancelled
385,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221216,2022-12-16,20230503,2023-05-03,2022-12-16,293,Nordic CL Unsecured loan,14,63716.0,5,2024-03-14,,0,Cancelled
386,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221216,2022-12-16,20230503,2023-05-03,2022-12-16,293,Nordic CL Unsecured loan,14,63716.0,5,2024-03-14,,0,Cancelled
387,8,51100000000000,49,EUR,22,Nordic Finland,,185,20221216,2022-12-16,20240116,2024-01-16,2022-12-16,293,Nordic CL Unsecured loan,14,24842.0,5,2024-03-14,2037-12-14,0,Cancelled
388,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221221,2022-12-21,-1,,2022-12-21,293,Nordic CL Unsecured loan,14,26303.0,5,2024-03-14,2038-02-14,1,Active
389,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221221,2022-12-21,-1,,2022-12-21,293,Nordic CL Unsecured loan,14,26303.0,5,2024-03-14,2038-02-14,1,Active
390,8,51100000000000,49,EUR,22,Nordic Finland,,178,20221216,2022-12-16,-1,,2022-12-16,293,Nordic CL Unsecured loan,14,34493.0,5,2024-03-14,2037-12-14,1,Active
391,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221216,2022-12-16,-1,,2022-12-16,293,Nordic CL Unsecured loan,14,34493.0,5,2024-03-14,2037-12-14,1,Active
392,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221217,2022-12-17,-1,,2022-12-17,293,Nordic CL Unsecured loan,14,22318.0,5,2024-03-14,2036-12-14,1,Active
393,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221219,2022-12-19,-1,,2022-12-19,344,NF1 CL Unsecured loan,14,39834.0,5,2024-03-14,2036-03-14,1,Active
394,8,51100000000000,49,EUR,22,Nordic Finland,,188,20221219,2022-12-19,-1,,2022-12-19,293,Nordic CL Unsecured loan,14,16186.0,5,2024-03-14,2032-12-14,1,Active
395,8,51100000000000,49,EUR,22,Nordic Finland,,168,20221216,2022-12-16,20230829,2023-08-29,2022-12-16,293,Nordic CL Unsecured loan,14,22254.0,5,2024-03-14,,0,Cancelled
396,8,51100000000000,49,EUR,22,Nordic Finland,,168,20221216,2022-12-16,20230829,2023-08-29,2022-12-16,293,Nordic CL Unsecured loan,14,22254.0,5,2024-03-14,,0,Cancelled
397,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221219,2022-12-19,-1,,2022-12-19,293,Nordic CL Unsecured loan,14,31264.0,5,2024-03-14,2036-05-14,1,Active
398,8,51100000000000,49,EUR,40,Nordic Finland,,170,20221219,2022-12-19,-1,,2022-12-19,344,NF1 CL Unsecured loan,14,8457.0,8,2024-03-14,2027-12-14,1,Active
399,8,51100000000000,49,EUR,40,Nordic Finland,,179,20221219,2022-12-19,-1,,2022-12-19,344,NF1 CL Unsecured loan,14,8457.0,8,2024-03-14,2027-12-14,1,Active
400,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221220,2022-12-20,-1,,2022-12-20,344,NF1 CL Unsecured loan,14,18064.0,5,2024-03-14,2031-10-14,1,Active
401,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,20230111,2023-01-11,2022-12-20,293,Nordic CL Unsecured loan,14,44589.0,5,2024-03-14,2037-12-14,0,Cancelled
402,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,20230111,2023-01-11,2022-12-20,293,Nordic CL Unsecured loan,14,44589.0,5,2024-03-14,2037-12-14,0,Cancelled
403,8,51100000000000,49,EUR,40,Nordic Finland,,170,20221221,2022-12-21,-1,,2022-12-21,344,NF1 CL Unsecured loan,14,63673.0,5,2024-03-14,2037-11-14,1,Active
404,8,51100000000000,49,EUR,40,Nordic Finland,,170,20221221,2022-12-21,-1,,2022-12-21,344,NF1 CL Unsecured loan,14,63673.0,5,2024-03-14,2037-11-14,1,Active
405,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221219,2022-12-19,-1,,2022-12-19,293,Nordic CL Unsecured loan,14,4308.0,2,2024-03-14,2025-01-14,1,Active
406,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221220,2022-12-20,20231219,2023-12-19,2022-12-20,293,Nordic CL Unsecured loan,14,48419.0,5,2024-03-14,,0,Cancelled
407,8,51100000000000,49,EUR,22,Nordic Finland,,175,20221220,2022-12-20,20231219,2023-12-19,2022-12-20,293,Nordic CL Unsecured loan,14,48419.0,5,2024-03-14,,0,Cancelled
408,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221219,2022-12-19,20230616,2023-06-16,2022-12-19,293,Nordic CL Unsecured loan,14,1184.0,2,2024-03-14,2025-04-14,0,Cancelled
409,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,-1,,2022-12-20,293,Nordic CL Unsecured loan,14,5798.0,5,2024-03-14,2027-12-14,1,Active
410,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,-1,,2022-12-20,293,Nordic CL Unsecured loan,14,5798.0,5,2024-03-14,2027-12-14,1,Active
411,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,-1,,2022-12-20,293,Nordic CL Unsecured loan,14,35676.0,5,2024-03-14,2042-10-14,1,Active
412,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221220,2022-12-20,-1,,2022-12-20,293,Nordic CL Unsecured loan,14,35676.0,5,2024-03-14,2042-10-14,1,Active
413,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221220,2022-12-20,-1,,2022-12-20,293,Nordic CL Unsecured loan,14,4961.0,2,2024-03-14,2024-12-14,1,Active
414,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221220,2022-12-20,20240228,2024-02-28,2022-12-20,344,NF1 CL Unsecured loan,14,34756.0,5,2024-03-14,,0,Cancelled
